,year,iiso3c,eiso3c,value,contig,comlang_off,colony,dist,distcap,distw,distwces,ell,ill,egdp,egdppc,epop,igdp,igdppc,ipop
38,2013,ALB,JPN,17043255.0,0,0,0,9501.873,9501.873,9382.621,9379.686,0,0,4784541597490.0,37573.373733099994,127338621.0,11346755234.8,3916.23123721,2897366.0
39,2013,ALB,PAK,2501944.0,0,0,0,4709.623,4709.623,4761.674,4758.687,0,0,143816996323.0,793.724245977,181192646.0,11346755234.8,3916.23123721,2897366.0
40,2013,ALB,SAU,1837502.0,0,0,0,3104.873,3104.873,2940.637,2911.478,0,0,505813554459.0,16748.2103341,30201051.0,11346755234.8,3916.23123721,2897366.0
41,2013,ALB,AFG,4751.0,0,0,0,4342.117,4342.117,4250.738,4243.15,1,0,12679050960.3,413.23395943199995,30682500.0,11346755234.8,3916.23123721,2897366.0
42,2013,ALB,ARE,4725207.0,0,0,0,3702.809,3702.809,3723.028,3722.3,0,0,234968702615.0,25992.176376400002,9039978.0,11346755234.8,3916.23123721,2897366.0
43,2013,ALB,ARG,16728398.0,0,0,0,11632.19,11632.19,11662.56,11655.91,0,0,331013918665.0,7781.54951041,42538304.0,11346755234.8,3916.23123721,2897366.0
44,2013,ALB,ARM,1584.0,0,0,0,2077.855,2077.855,2084.605,2083.35,1,0,6875045746.66,2297.66196376,2992192.0,11346755234.8,3916.23123721,2897366.0
45,2013,ALB,ATG,9942.0,0,0,0,8082.156,8082.156,8093.356,8093.177,0,0,1033152446.13,11481.385187799999,89985.0,11346755234.8,3916.23123721,2897366.0
46,2013,ALB,AUS,1895124.0,0,0,0,15722.44,15620.51,15208.5,15152.4,0,0,867152305474.0,37497.070617000005,23125868.0,11346755234.8,3916.23123721,2897366.0
47,2013,ALB,AUT,58300317.0,0,0,0,812.9326,812.9326,848.8388,840.6949,1,0,349523317995.0,41220.410466,8479375.0,11346755234.8,3916.23123721,2897366.0
48,2013,ALB,AZE,933.0,0,0,0,2520.89,2520.89,2437.057,2430.505,1,0,30630571631.2,3252.75766486,9416801.0,11346755234.8,3916.23123721,2897366.0
49,2013,ALB,BGD,2420597.0,0,0,0,6719.066,6719.066,6730.716,6729.023,0,0,112095671740.0,713.2701102189999,157157394.0,11346755234.8,3916.23123721,2897366.0
50,2013,ALB,BGR,70423716.0,0,0,0,324.0465,324.0465,464.8647,427.6986,0,0,34927663768.9,4807.58580819,7265115.0,11346755234.8,3916.23123721,2897366.0
51,2013,ALB,BHR,846.0,0,0,0,3285.3790000000004,3285.3790000000004,3273.008,3272.601,0,0,23315293065.1,17277.920973199998,1349427.0,11346755234.8,3916.23123721,2897366.0
52,2013,ALB,BIH,30924151.0,0,0,0,303.8697,303.8697,376.4586,355.0778,0,0,13032998560.0,3408.62719376,3823533.0,11346755234.8,3916.23123721,2897366.0
53,2013,ALB,BLR,639420.0,0,0,0,1505.639,1505.639,1517.909,1507.488,0,0,46593901367.6,4922.23762599,9466000.0,11346755234.8,3916.23123721,2897366.0
54,2013,ALB,BLZ,,0,0,0,10230.51,10230.51,10193.36,10192.96,0,0,1362082437.8,3957.32172879,344193.0,11346755234.8,3916.23123721,2897366.0
55,2013,ALB,BMU,41.0,0,0,0,7305.79,7305.79,7305.367,7305.175,0,0,4461518517.58,68637.69045980001,65001.0,11346755234.8,3916.23123721,2897366.0
56,2013,ALB,BOL,1619.0,0,0,0,11056.12,11008.7,10935.63,10933.14,1,0,14119217520.6,1357.62607661,10399931.0,11346755234.8,3916.23123721,2897366.0
57,2013,ALB,BRA,40778846.0,0,0,0,9943.985,9414.849,9388.915,9313.151,0,0,1204333024530.0,5896.09663075,204259377.0,11346755234.8,3916.23123721,2897366.0
58,2013,ALB,BTN,6303.0,0,0,0,6426.47,6426.47,6456.817,6456.214,1,0,1490217265.02,1974.74714998,754637.0,11346755234.8,3916.23123721,2897366.0
59,2013,ALB,CAF,18821.0,0,0,0,4114.247,4114.247,4032.175,4028.354,1,0,1076987683.82,228.626894859,4710678.0,11346755234.8,3916.23123721,2897366.0
60,2013,ALB,CAN,29516686.0,0,0,0,7606.625,7255.303000000001,7842.518,7765.125,0,0,1327353688730.0,37753.632505400004,35158304.0,11346755234.8,3916.23123721,2897366.0
61,2013,ALB,CHL,221531.0,0,0,0,12432.5,12432.5,12433.14,12422.31,0,0,171771363935.0,9773.15635254,17575833.0,11346755234.8,3916.23123721,2897366.0
62,2013,ALB,CIV,648768.0,0,0,0,4655.998,4573.964,4602.338,4599.938,0,0,22039806841.8,1019.30012879,21622490.0,11346755234.8,3916.23123721,2897366.0
63,2013,ALB,CMR,388148.0,0,0,0,4253.419,4253.419,4016.087,3985.708,0,0,22015198848.7,991.17708853,22211166.0,11346755234.8,3916.23123721,2897366.0
64,2013,ALB,COG,61638.0,0,0,0,5092.883,5092.883,5071.78,5067.159,0,0,8719932509.58,1984.3581552,4394334.0,11346755234.8,3916.23123721,2897366.0
65,2013,ALB,COM,1956.0,0,0,0,6371.0830000000005,6371.0830000000005,6393.71,6392.898,0,0,450313022.567,599.061886062,751697.0,11346755234.8,3916.23123721,2897366.0
66,2013,ALB,CPV,177812.0,0,0,0,5090.82,5090.82,5064.837,5064.2,0,0,1371460925.3,2703.67529994,507258.0,11346755234.8,3916.23123721,2897366.0
67,2013,ALB,CRI,454636.0,0,0,0,10418.61,10418.61,10431.94,10431.75,0,0,28444523960.8,6043.7541469,4706433.0,11346755234.8,3916.23123721,2897366.0
68,2013,ALB,CUB,190679.0,0,0,0,9295.044,9295.044,9182.883,9180.503,0,0,60285673300.0,5305.66748265,11362505.0,11346755234.8,3916.23123721,2897366.0
69,2013,ALB,CYM,,0,0,0,9502.166,9502.166,9510.593,9510.452,0,0,,,58369.0,11346755234.8,3916.23123721,2897366.0
70,2013,ALB,CYP,2144462.0,0,0,0,1366.2939999999999,1366.2939999999999,1363.566,1362.042,0,0,19094028254.5,22152.4124729,1141652.0,11346755234.8,3916.23123721,2897366.0
71,2013,ALB,CZE,38610787.0,0,0,0,1060.922,1060.922,1037.847,1029.982,1,0,154008135273.0,14647.531971200002,10514272.0,11346755234.8,3916.23123721,2897366.0
72,2013,ALB,DJI,,0,0,0,4015.761,4015.761,4002.985,4002.412,0,0,1032256019.99,1193.97518257,864554.0,11346755234.8,3916.23123721,2897366.0
73,2013,ALB,DNK,4604447.0,0,0,0,1679.912,1679.912,1744.193,1740.47,0,0,265136470510.0,47219.8898419,5614932.0,11346755234.8,3916.23123721,2897366.0
74,2013,ALB,DZA,8001318.0,0,0,0,1533.7379999999998,1533.7379999999998,1550.225,1511.83,0,0,127190459398.0,3330.80211962,38186135.0,11346755234.8,3916.23123721,2897366.0
75,2013,ALB,ECU,15659731.0,0,0,0,10728.15,10728.15,10900.37,10898.8,0,0,58238429057.6,3718.61751159,15661312.0,11346755234.8,3916.23123721,2897366.0
76,2013,ALB,EGY,24666096.0,0,0,0,1623.328,1623.328,1599.466,1586.741,0,0,128583201068.0,1467.61173581,87613909.0,11346755234.8,3916.23123721,2897366.0
77,2013,ALB,EST,377164.0,0,0,0,2041.537,2041.537,2039.758,2037.053,0,0,15890063424.9,12056.221239499999,1317997.0,11346755234.8,3916.23123721,2897366.0
78,2013,ALB,ETH,388824.0,0,0,0,4050.716,4050.716,4007.51,4000.246,1,0,27738863571.7,293.351740288,94558374.0,11346755234.8,3916.23123721,2897366.0
79,2013,ALB,FIN,5268060.0,0,0,0,2122.475,2122.475,2256.391,2244.577,0,0,212432657630.0,39057.5016069,5438972.0,11346755234.8,3916.23123721,2897366.0
80,2013,ALB,GAB,217241.0,0,0,0,4676.458,4676.458,4697.156,4694.76,0,0,11806367779.9,7153.85259251,1650351.0,11346755234.8,3916.23123721,2897366.0
81,2013,ALB,GEO,54743.0,0,0,0,2076.242,2076.242,1991.544,1983.989,0,0,9692010303.74,2159.9238509,4487200.0,11346755234.8,3916.23123721,2897366.0
82,2013,ALB,GHA,27027.0,0,0,0,4453.75,4453.75,4373.962,4368.601,0,0,19682365238.6,752.25654578,26164432.0,11346755234.8,3916.23123721,2897366.0
83,2013,ALB,GIN,394450.0,0,0,0,4965.696,4965.696,4734.164,4730.315,0,0,3610420394.37,302.159443138,11948726.0,11346755234.8,3916.23123721,2897366.0
84,2013,ALB,GNQ,,0,0,0,4325.311,4325.311,4407.044,4404.431,0,0,9295554257.0,11661.979892899999,797082.0,11346755234.8,3916.23123721,2897366.0
85,2013,ALB,GRC,376757142.0,1,0,0,500.1241,500.1241,451.4164,417.3847,0,0,199825892302.0,18120.6079703,11027549.0,11346755234.8,3916.23123721,2897366.0
86,2013,ALB,GTM,3039273.0,0,0,0,10563.5,10563.5,10583.16,10582.83,0,0,36210068021.6,2307.72708693,15690793.0,11346755234.8,3916.23123721,2897366.0
87,2013,ALB,GUY,3886.0,0,0,0,8516.926,8516.926,8527.415,8527.123,0,0,1068555956.23,1404.08623046,761033.0,11346755234.8,3916.23123721,2897366.0
88,2013,ALB,HKG,1110148.0,0,0,0,8747.532,8747.532,8745.475,8745.374,0,0,241780080018.0,33638.9676547,7187500.0,11346755234.8,3916.23123721,2897366.0
89,2013,ALB,HND,585822.0,0,0,0,10354.04,10354.04,10316.36,10315.88,0,0,11934602023.5,1520.51373592,7849059.0,11346755234.8,3916.23123721,2897366.0
90,2013,ALB,HRV,40859577.0,0,0,0,585.956,585.956,552.6649,525.9231,0,0,44921448528.3,10555.5956783,4255700.0,11346755234.8,3916.23123721,2897366.0
91,2013,ALB,HUN,40658650.0,0,0,0,689.0358,689.0358,695.8069,686.7046,1,0,113124111583.0,11434.668345299999,9893082.0,11346755234.8,3916.23123721,2897366.0
92,2013,ALB,IDN,18801696.0,0,0,0,10212.24,10212.24,10248.75,10216.8,0,0,449142287180.0,1787.5009704,251268276.0,11346755234.8,3916.23123721,2897366.0
93,2013,ALB,IRL,10624883.0,0,0,0,2355.755,2355.755,2401.968,2399.994,0,0,217273473449.0,47250.887709300005,4598294.0,11346755234.8,3916.23123721,2897366.0
94,2013,ALB,IRQ,,0,0,0,2343.134,2343.134,2361.795,2347.311,0,0,89341742737.9,2644.70336956,33781385.0,11346755234.8,3916.23123721,2897366.0
95,2013,ALB,ISL,16558.0,0,0,0,3675.0609999999997,3675.0609999999997,3679.853,3678.643,0,0,19195496469.6,59288.5449575,323764.0,11346755234.8,3916.23123721,2897366.0
96,2013,ALB,ISR,3932737.0,0,0,0,1680.884,1680.884,1682.971,1681.485,0,0,196180408875.0,24341.511120500003,8059500.0,11346755234.8,3916.23123721,2897366.0
97,2013,ALB,ITA,1195929572.0,0,0,0,611.7626,611.7626,722.9528,638.088,0,0,1754603531900.0,29129.8111805,60233948.0,11346755234.8,3916.23123721,2897366.0
98,2013,ALB,JOR,350880.0,0,0,0,1773.421,1773.421,1761.606,1760.179,0,0,18445245027.5,2855.30108785,6460000.0,11346755234.8,3916.23123721,2897366.0
99,2013,ALB,KAZ,7489648.0,0,0,0,4615.345,4033.054,4113.149,4016.331,1,0,92422093131.4,5425.33614112,17035275.0,11346755234.8,3916.23123721,2897366.0
100,2013,ALB,KEN,23797.0,0,0,0,5045.083,5045.083,5043.439,5035.819,0,0,28056993796.4,642.141080063,43692881.0,11346755234.8,3916.23123721,2897366.0
101,2013,ALB,KGZ,353395.0,0,0,0,4444.737,4444.737,4444.966,4443.207,1,0,3588617094.19,627.424486711,5719600.0,11346755234.8,3916.23123721,2897366.0
102,2013,ALB,KHM,125589.0,0,0,0,8762.518,8762.518,8714.245,8713.028,0,0,10723297086.9,711.1616919830001,15078564.0,11346755234.8,3916.23123721,2897366.0
103,2013,ALB,KWT,142061.0,0,0,0,2868.303,2868.303,2865.913,2865.438,0,0,101552063801.0,28258.445235799998,3593689.0,11346755234.8,3916.23123721,2897366.0
104,2013,ALB,LAO,3684.0,0,0,0,8119.246,8119.246,8209.375,8201.589,1,0,5093639970.87,774.1111827560001,6579985.0,11346755234.8,3916.23123721,2897366.0
105,2013,ALB,LBN,53582.0,0,0,0,1609.733,1609.733,1605.585,1604.557,0,0,32346776994.6,7198.66992591,4493438.0,11346755234.8,3916.23123721,2897366.0
106,2013,ALB,LBY,,0,0,0,1126.319,1126.319,1117.773,1097.349,0,0,38448222388.2,6136.02013349,6265987.0,11346755234.8,3916.23123721,2897366.0
107,2013,ALB,LKA,303180.0,0,0,0,7028.389,7028.389,7000.817,6999.738,0,0,41053226583.3,2004.25848671,20483000.0,11346755234.8,3916.23123721,2897366.0
108,2013,ALB,LTU,1850006.0,0,0,0,1540.066,1540.066,1593.107,1589.843,0,0,31509484442.2,10653.4136761,2957689.0,11346755234.8,3916.23123721,2897366.0
109,2013,ALB,LUX,185764.0,0,0,0,1404.884,1404.884,1425.834,1424.297,1,0,43203208556.1,79511.20538160001,543360.0,11346755234.8,3916.23123721,2897366.0
110,2013,ALB,LVA,391417.0,0,0,0,1765.015,1765.015,1774.892,1772.796,0,0,19392913565.3,9635.52653064,2012647.0,11346755234.8,3916.23123721,2897366.0
111,2013,ALB,MAC,43843.0,0,0,0,8700.824,8700.824,.,.,0,0,30306411098.5,53351.0976005,568056.0,11346755234.8,3916.23123721,2897366.0
112,2013,ALB,MAR,4300174.0,0,0,0,2473.619,2473.619,2493.35,2478.302,0,0,84971840153.9,2499.00830469,33452686.0,11346755234.8,3916.23123721,2897366.0
113,2013,ALB,MDA,203502.0,0,0,0,955.9489,955.9489,976.576,973.9127,0,0,4048371113.17,1137.64114904,3558566.0,11346755234.8,3916.23123721,2897366.0
114,2013,ALB,MDG,125094.0,0,0,0,7283.476,7283.476,7295.459,7288.115,0,0,6205579787.84,270.695734179,22924557.0,11346755234.8,3916.23123721,2897366.0
115,2013,ALB,MHL,176.0,0,0,0,13898.79,13898.79,13803.89,13802.01,0,0,160724190.348,3044.82609684,52786.0,11346755234.8,3916.23123721,2897366.0
116,2013,ALB,MKD,81302187.0,1,0,0,155.9628,155.9628,168.1648,151.2932,1,0,7959429439.83,3840.41703348,2072543.0,11346755234.8,3916.23123721,2897366.0
117,2013,ALB,MLT,3183900.0,0,0,0,759.1236,759.1236,750.625,748.5033,0,0,7095691031.17,16759.864874000003,423374.0,11346755234.8,3916.23123721,2897366.0
118,2013,ALB,MMR,1843.0,0,0,0,7666.058000000001,7666.058000000001,7577.652,7572.375,0,0,,,52983829.0,11346755234.8,3916.23123721,2897366.0
119,2013,ALB,MNG,874.0,0,0,0,6559.96,6559.96,6500.372,6484.165,1,0,5080026029.69,1776.74602164,2859174.0,11346755234.8,3916.23123721,2897366.0
120,2013,ALB,MOZ,136.0,0,0,0,7605.371,7605.371,7097.157,7066.237,0,0,11128740364.1,420.473218683,26467180.0,11346755234.8,3916.23123721,2897366.0
121,2013,ALB,MRT,205536.0,0,0,0,4264.968,4264.968,4175.767,4167.796,0,0,3270693687.82,844.55475526,3872684.0,11346755234.8,3916.23123721,2897366.0
122,2013,ALB,MUS,4572.0,0,0,0,7871.4580000000005,7871.4580000000005,7862.411,7862.097,0,0,8661733284.63,6881.7484125,1258653.0,11346755234.8,3916.23123721,2897366.0
123,2013,ALB,MWI,84.0,0,0,0,6321.25,6321.25,6363.684,6358.093,1,0,4333271640.26,267.64903746,16190126.0,11346755234.8,3916.23123721,2897366.0
124,2013,ALB,MYS,3763478.0,0,0,0,9108.601999999999,9108.601999999999,9263.163,9245.184,0,0,207951396117.0,7057.484158600001,29465372.0,11346755234.8,3916.23123721,2897366.0
125,2013,ALB,NAM,39239.0,0,0,0,7117.55,7117.55,7031.814,7020.057,0,0,10513028491.2,4480.1262815,2346592.0,11346755234.8,3916.23123721,2897366.0
126,2013,ALB,NER,3108.0,0,0,0,3539.309,3539.309,3342.36,3326.596,1,0,5242200415.91,285.54058145700003,18358863.0,11346755234.8,3916.23123721,2897366.0
127,2013,ALB,NGA,1524.0,0,0,0,4207.215,3788.67,3946.62,3920.294,0,0,183309437474.0,1060.7171157999999,172816517.0,11346755234.8,3916.23123721,2897366.0
128,2013,ALB,NIC,5215.0,0,0,0,10434.08,10434.08,10418.4,10417.92,0,0,8350353262.77,1404.44844223,5945646.0,11346755234.8,3916.23123721,2897366.0
129,2013,ALB,NOR,1864435.0,0,0,0,2160.437,2160.437,2271.863,2251.825,0,0,337855180442.0,66511.861302,5079623.0,11346755234.8,3916.23123721,2897366.0
130,2013,ALB,NPL,,0,0,0,6050.166,6050.166,6012.951,6007.042,1,0,11370379663.8,408.492452852,27834981.0,11346755234.8,3916.23123721,2897366.0
131,2013,ALB,NZL,576703.0,0,0,0,17971.9,17971.9,17853.96,17853.21,0,0,129714285714.0,29201.1178754,4442100.0,11346755234.8,3916.23123721,2897366.0
132,2013,ALB,OMN,383683.0,0,0,0,4096.846,4096.846,4039.043,4035.984,0,0,45303761304.2,11595.797730799999,3906912.0,11346755234.8,3916.23123721,2897366.0
133,2013,ALB,PER,755554.0,0,0,0,11472.13,11472.13,11370.4,11367.35,0,0,124791491189.0,4082.76162394,30565461.0,11346755234.8,3916.23123721,2897366.0
134,2013,ALB,PHL,339207.0,0,0,0,9850.101,9850.101,10011.04,10002.1,0,0,155608838544.0,1594.81567728,97571676.0,11346755234.8,3916.23123721,2897366.0
135,2013,ALB,PNG,2314.0,0,0,0,13790.3,13790.3,13639.35,13633.7,0,0,8204074240.01,1122.48281539,7308864.0,11346755234.8,3916.23123721,2897366.0
136,2013,ALB,PRK,50672.0,0,0,0,8371.93,8371.93,8391.325,8390.774,0,0,,,24895705.0,11346755234.8,3916.23123721,2897366.0
137,2013,ALB,PRT,4872221.0,0,0,0,2472.3979999999997,2472.3979999999997,2481.031,2468.811,0,0,188596194503.0,18034.892819099998,10457295.0,11346755234.8,3916.23123721,2897366.0
138,2013,ALB,PRY,1042556.0,0,0,0,10877.48,10877.48,10823.77,10822.89,1,0,13122275725.6,2029.5310084000002,6465669.0,11346755234.8,3916.23123721,2897366.0
139,2013,ALB,QAT,3024549.0,0,0,0,3422.078,3422.078,3402.381,3401.937,0,0,129889195708.0,61814.0853171,2101288.0,11346755234.8,3916.23123721,2897366.0
140,2013,ALB,RUS,91220169.0,0,0,0,2063.678,2063.678,2777.355,2473.989,0,0,993468541218.0,6922.79231916,143506911.0,11346755234.8,3916.23123721,2897366.0
141,2013,ALB,SEN,56378.0,0,0,0,4656.532,4656.532,4614.387,4613.112,0,0,11328685209.4,796.614341342,14221041.0,11346755234.8,3916.23123721,2897366.0
142,2013,ALB,SGP,1221506.0,0,0,0,9424.125,9424.125,9420.047,9419.954,0,0,202421849200.0,37491.0818639,5399200.0,11346755234.8,3916.23123721,2897366.0
143,2013,ALB,SLE,15837.0,0,0,0,4893.526,4893.526,4843.656,4842.718,0,0,3118731419.71,504.742286515,6178859.0,11346755234.8,3916.23123721,2897366.0
144,2013,ALB,SLV,5743.0,0,0,0,10535.93,10535.93,10539.75,10539.58,0,0,19420611604.6,3189.12100685,6089644.0,11346755234.8,3916.23123721,2897366.0
145,2013,ALB,SMR,283757.0,0,0,0,666.4761,666.4761,680.5862,678.3142,0,0,,,31391.0,11346755234.8,3916.23123721,2897366.0
146,2013,ALB,SVK,12223900.0,0,0,0,788.7294,788.7294,841.7741,836.8785,1,0,83210919039.9,15371.305766999998,5413393.0,11346755234.8,3916.23123721,2897366.0
147,2013,ALB,SVN,34536436.0,0,0,0,678.3095,678.3095,691.6104,687.5752,0,0,38397711727.4,18640.0911707,2059953.0,11346755234.8,3916.23123721,2897366.0
148,2013,ALB,SWE,9466876.0,0,0,0,2006.9979999999998,2006.9979999999998,1995.412,1979.046,0,0,436372281918.0,45453.651560800005,9600379.0,11346755234.8,3916.23123721,2897366.0
149,2013,ALB,SWZ,383630.0,0,0,0,7621.19,7621.19,7617.212,7616.716,1,0,3120501208.82,2495.12146877,1250641.0,11346755234.8,3916.23123721,2897366.0
150,2013,ALB,SYC,38714.0,0,0,0,6266.361999999999,6266.361999999999,6252.861,6252.51,0,0,1388712937.27,15447.307422299999,89900.0,11346755234.8,3916.23123721,2897366.0
151,2013,ALB,SYR,1040021.0,0,0,0,1694.973,1694.973,1661.801,1656.091,0,0,,,21789415.0,11346755234.8,3916.23123721,2897366.0
152,2013,ALB,TCA,126014.0,0,0,0,8536.265,8536.265,8550.062,8549.904,0,0,,,33103.0,11346755234.8,3916.23123721,2897366.0
153,2013,ALB,THA,12621076.0,0,0,0,8241.192,8241.192,8249.614,8247.475,0,0,230371292593.0,3415.36598877,67451422.0,11346755234.8,3916.23123721,2897366.0
154,2013,ALB,TJK,393268.0,0,0,0,4136.5109999999995,4136.5109999999995,4156.687,4155.72,1,0,3944940642.21,486.315605481,8111894.0,11346755234.8,3916.23123721,2897366.0
155,2013,ALB,TKM,,0,0,0,3299.434,3299.434,3345.862,3327.358,1,0,18639001814.9,3557.00167915,5240088.0,11346755234.8,3916.23123721,2897366.0
156,2013,ALB,TON,36719.0,0,0,0,17378.83,17378.83,17366.71,17366.23,0,0,263100369.945,2502.4051013,105139.0,11346755234.8,3916.23123721,2897366.0
157,2013,ALB,TUN,5177161.0,0,0,0,968.0001,968.0001,1021.8,1014.168,0,0,43322022840.0,3979.42615533,10886500.0,11346755234.8,3916.23123721,2897366.0
